Local,Nome,Logradouro,Latitude,Longitude
GALERIA DE ARTE,O'reilly William & Co Ltd,52 E 76th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Organization of Independent Artists - Gallery 402,19 Hudson St.,4.07E+20,-740093857886298
GALERIA DE ARTE,Owen Gallery,19 E 75th St,407740008522409,-7.40E+20
GALERIA DE ARTE,P P O W Gallerie,511 W 25th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,P P O W Inc,476 Broome St,4.07E+20,-7.40E+20
GALERIA DE ARTE,P S 122 Gallery,150 1st Ave,4.07E+20,-7.40E+20
GALERIA DE ARTE,Pace Editions,44 W 18th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Pace MacGill Gallery,32 E. 57th St.,4.08E+20,-7.40E+19
GALERIA DE ARTE,Pace Prints & Primitive Gallery,32 E. 57th St.,4.08E+20,-7.40E+20
GALERIA DE ARTE,Pace Wildenstein,534 W 25th St,4.07E+21,-7.40E+19
GALERIA DE ARTE,Pace Wildenstein,32 E 57th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Paige's Art Gallery,3163 Broadway,4.08E+20,-7.40E+20
GALERIA DE ARTE,PaineWebber Gallery,1285 Sixth Ave.,4.08E+20,-7.40E+20
GALERIA DE ARTE,Paint Can Studios,3608 34th St,4.08E+21,-7.39E+20
GALERIA DE ARTE,Paley Barbara K,1776 Broadway,4.08E+20,-7.40E+20
GALERIA DE ARTE,Pall William Inc,188 E 64th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Palmer Meredith Gallery,40 E 94th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Pandora Old Masters,212 E 70th St,4.08E+20,-739608164118453
GALERIA DE ARTE,Pardo Sheenan Galleries Ltd,121 E 31st St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Parker's Box,193 Grand St,4.07E+21,-739604447082016
GALERIA DE ARTE,Parsons Galleries,2 W. 13th St.,4.07E+20,-739947818620198
GALERIA DE ARTE,Patricia Laligant Photographs,150 W 28th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Patrick's Gallery,220 W 19th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Paul Kasmin Gallery,293 10th Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Paula Cooper Gallery,534 W. 21st St.,4.07E+20,-740068977266516
GALERIA DE ARTE,Peck Ian Fine Paintings Ltd,980 Madison Ave,4.08E+20,-739636501275563
GALERIA DE ARTE,Peder Bonnier Inc,206 W 23rd St,407440599458188,-7.40E+20
GALERIA DE ARTE,Perimeter Gallery,511 W 25th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Perlow Rich Katharina Gallery Inc,41 E 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Peter L Villa Fine Art,110 E 57th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Peter Rose Gallery,200 E 58th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Peters Gerald Gallery,24 E 78th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Phoenix Design Ltd,21415 41st Ave,4.08E+20,-7.38E+20
GALERIA DE ARTE,Phoenix Gallery,210 ELEVENTH AVENUE,4.07E+21,-7.40E+19
GALERIA DE ARTE,Phoneup,55 Chrystie St,4.07E+20,-739950260483218
GALERIA DE ARTE,Photo & Art Gallery,1023 Beach 20th St,4.06E+19,-7.38E+20
GALERIA DE ARTE,Photo Collection Gagliardi,27 W 20th St,407406376655353,-7.40E+20
GALERIA DE ARTE,Photo District Gallery,37 W 20th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Phyllis Lucas Gallery Inc,981 2nd Ave,4.08E+20,-7.40E+19
GALERIA DE ARTE,Picture This Corporate Art,249 Smith Street,4.07E+20,-7.40E+20
GALERIA DE ARTE,Pierogi 2000,177 N 9th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Place Des Vosges,816 Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Plane Space,102 Charles St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Plaster Palace,5305 18th Ave,4.06E+20,-7.40E+20
GALERIA DE ARTE,Plaza Holding Inc,15 W 55th St,4.08E+21,-739757536168505
GALERIA DE ARTE,Plaza Holding Inc,15 W 55th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Plaza Watch & Jewelry Exchange,145 W 57th St,407652614379812,-7.40E+20
GALERIA DE ARTE,Pleiades Gallery,530 W 25th St,4.07E+20,-74004770690104
GALERIA DE ARTE,Plum Blossom Gallery,555 W 25th St,407501763280434,-740053735768785
GALERIA DE ARTE,Polizzi Fine Art,7813 3rd Ave,4.06E+21,-7.40E+20
GALERIA DE ARTE,Poller Leah,98 Greene St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Portara Gallery,4720A Bell Blvd,4.08E+20,-7.38E+20
GALERIA DE ARTE,Portico Fine Art,139 Spring St,4.07E+21,-740008266559124
GALERIA DE ARTE,Portrait Gallery,5100 Kings Plz,4.06E+20,-7.39E+20
GALERIA DE ARTE,Postmasters Gallery,459 W 19th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Praxis International Art,25 E 73rd St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Prieto International Attorney In Fact Johnpoll,127 Fulton St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Prince Street Gallery,530 W 25th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Professional Fine Arts Svces Inc,141 W 20th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Proposition the,162 11th Ave,4.07E+20,-7.40E+20
GALERIA DE ARTE,Public Art Fund,1 E. 53d St.,4.08E+21,-7.40E+20
GALERIA DE ARTE,Puerto Rican Work Shop Inc,121 E 106th St,407926998453047,-7.39E+20
GALERIA DE ARTE,Pushman Gallery Inc,154 W 57th St,4.08E+19,-73979913078835
GALERIA DE ARTE,Pytlak Art Studio,573 Metropolitan Ave,4.07E+20,-7.39E+20
GALERIA DE ARTE,Queen Art Publishers Inc,481 Washington St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Questroyal Fine Art,903 Park Ave,4.08E+20,-7.40E+18
GALERIA DE ARTE,Rabenou Yris Ancient Arts,249 E 61st St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Radio House Gallery,601 W 26th St,4.08E+20,-7.40E+19
GALERIA DE ARTE,Rafael Gallery,241 E 59th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Rainbow Fine Art Inc,15 E 82nd St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Ralph Chait Galleries Inc,724 5th Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Randel Gallery Inc,49 East 78th Street,4.08E+20,-7.40E+20
GALERIA DE ARTE,Randolph & Tate Assocs,234 5th Ave,4.07E+20,-7.40E+19
GALERIA DE ARTE,Raphael Fodde Editions,70 WASHINGTON ST,4.07E+20,-7.40E+18
GALERIA DE ARTE,Rare art Gallery,521 W 26th St Bsmt,4.08E+20,-7.40E+20
GALERIA DE ARTE,Raydon Gallery,1091 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Red Dot,140 W 22nd St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Reece Galleries Inc The,24 W 57th St,407633560679256,-7.40E+20
GALERIA DE ARTE,Reeves Contemporary Inc,535 W 24th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Regina's Art Center,1921 Benson Ave,4.06E+21,-7.40E+20
GALERIA DE ARTE,Rehs Galleries Inc,5 E 57th St,4.08E+19,-73973110440921
GALERIA DE ARTE,Reinhold Brown Gallery,1100 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Renaissance Gallery,300 W 147th St,4.08E+20,-7.39E+20
GALERIA DE ARTE,Resnick Ira Inc,133 E 58th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Ricco Maresca Gallery,529 W 20th St,4.07E+20,-740068465345964
GALERIA DE ARTE,Richard Gray Gallery,1018 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Richard Solomon,305 E 50th St,4.08E+20,-7.40E+19
GALERIA DE ARTE,Richard York Gallery,21 E. 65th St.,4.08E+20,-7.40E+20
GALERIA DE ARTE,Rienzo Gallery,20 E 69th St,4.08E+21,-739671517745906
GALERIA DE ARTE,Ritter-Antik Inc,35 E 10th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Rivington Bar & Art Gallery,174 Rivington St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Robert Lee Morris Inc,400 W Broadway,4.07E+21,-7.40E+20
GALERIA DE ARTE,Robert Mann Gallery,210 11th Ave,4.07E+21,-7.40E+20
GALERIA DE ARTE,Robert Miller Gallery Inc,526 W 26th St,4.08E+18,-7.40E+20
GALERIA DE ARTE,Robert Steele Gallery,511 W 25th St,4.07E+20,-7.40E+19
GALERIA DE ARTE,Robertson African Arts,36 W 22nd St,407415083515344,-7.40E+20
GALERIA DE ARTE,Rogallerycom,300 East 74th Street,4.08E+20,-7.40E+20
GALERIA DE ARTE,Ronald Feldman Fine Arts,31 Mercer St,407211603892599,-7.40E+20
GALERIA DE ARTE,Roosevelt Island Visual Arts Assoc,527 Main St,407535986702466,-7.40E+20
GALERIA DE ARTE,Rosen Andrea Gallery Inc,525 W 24th St,4.07E+19,-7.40E+20
GALERIA DE ARTE,Rosenberg & Kaufman Fine Art,115 Wooster St,4.07E+19,-7.40E+20
GALERIA DE ARTE,Rosenberg Paul & Co,20 E 79th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Ross Luise Gallery,511 West 25 Street,4.07E+20,-7.40E+20
GALERIA DE ARTE,Roth,160A E 70th St,4.08E+20,-739625371631743
GALERIA DE ARTE,Rotunda Gallery,33 Clinton St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Royal Fine Art,1158 Lexington Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Royal-Athena Galleries,153 E 57th St,4.08E+21,-7.40E+19
GALERIA DE ARTE,Rudolph De Paola Art Gallery,6 Parrott Pl,406179934963939,-7.40E+20
GALERIA DE ARTE,Ruesch Jeffrey Fine Arts,134 Spring St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Russeck Gallery,478 W Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Russian World,18 W 55th St,407619257405724,-7.40E+19
GALERIA DE ARTE,S & A Art Gallery Inc,1248 Lexington Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,S 2 Editions Ltd,155 Ave of the Americas,4.07E+20,-7.40E+20
GALERIA DE ARTE,S E Art & Design Inc,232 E 59th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Sabarsky Serge Gallery,58 E 79th St,4.08E+20,-7396160396766
GALERIA DE ARTE,Sabbatique Ltd,10 Waterside Plz,4073684451842,-7.40E+19
GALERIA DE ARTE,Sabrina Enterprise.Com Artworks Sales and Rprdctns,10022 32nd Ave,4.08E+20,-7.39E+20
GALERIA DE ARTE,Sacks Fine Art,229 East 60th Street,4.08E+20,-7.40E+20
GALERIA DE ARTE,Safani Gallery Inc,980 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Salz Trager Janet,700 Park Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Sam's Souk,979 Lexington Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Sanada Ikkanart Intl,30 E 85th St,4.08E+20,-739597778376811
GALERIA DE ARTE,Sands & Company Inc Fine Art At Madison Av,30 E 76th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Sara Meltzer On View,588 Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Sarafina Inc,411 Myrtle Ave,4.07E+20,-739693726839187
GALERIA DE ARTE,Sarajo Inc,130 Greene St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Sarina Tang Fine Art,535 W 23rd St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Savacou Galleries,240 E 13th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Sayn-Wittgenstein,155 E 72nd St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Schellmann Editions,210 11th Ave,4.07E+21,-7.40E+20
GALERIA DE ARTE,Schickler Howard Fine Art,100 Water St,4.07E+20,-739899230191079
GALERIA DE ARTE,Schillay Fine Art,520 E 72nd St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Schiller & Bodo Fine Art,120 E 65th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Schlesinger Gallery,24 E 73rd St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Scholten Japanese Art,63 E 66th St,407677175399878,-7.40E+20
GALERIA DE ARTE,Schonfeld R D & Co Inc,349 E 49th St,4.08E+21,-739669851798845
GALERIA DE ARTE,Sculpture Center,44-19 Purves St,4.07E+21,-7.39E+20
GALERIA DE ARTE,Sean Kelly Inc,526 W 29th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Sears-Peyton Gallery,210 11th Ave,4.07E+20,-740057991263059
GALERIA DE ARTE,Seaside Summer Concert Series Inc,572 Flatbush Ave,4.07E+20,-7.40E+20
GALERIA DE ARTE,Second Ave Art Expo,980 2nd Ave,407558314157737,-7.40E+20
GALERIA DE ARTE,Seibold Eleanor,1601 York Ave,4.08E+20,-7.39E+20
GALERIA DE ARTE,Senior & Shopmaker,21 E 26th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Sepia International Inc the,148 W 24th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Serbin Inna,342 E 77th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Serger Helen La Boetie,9 E 82ND ST,4.08E+20,-7.40E+20
GALERIA DE ARTE,Seven Colors,555 5th Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,Shades of Art,47 Flatbush Ave,4.07E+20,-7.40E+20
GALERIA DE ARTE,Shainman Jack Gallery,513 W 20th St,407463655471036,-74006263402563
GALERIA DE ARTE,Shapolsky Anita Gallery,152 E 65th St,407653957451292,-7.40E+20
GALERIA DE ARTE,Shawn Dulaney Studio,34 W 22nd St,4.07E+20,-73992055668654
GALERIA DE ARTE,Shepherd & Derom Galleries,58 E 79th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Shickman H Gallery,220 E 72nd St,4.08E+19,-7.40E+20
GALERIA DE ARTE,Shulman B & M Inc,2623 Avenue U,4.06E+21,-739450654828952
GALERIA DE ARTE,Sigrid Freundorfer Fine Art,790 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Silverstein Gallery Inc,520 West 21st St,407465866957298,-7.40E+20
GALERIA DE ARTE,Simply Marvelous Art,159-15 Jamaica Ave,4.07E+20,-7.38E+20
GALERIA DE ARTE,Skoto Gallery,529 W 20th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Sloan McGill Collection,150 Midwood St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Smack Mellon Studios,92 Plymouth St,40703750736899,-7.40E+20
GALERIA DE ARTE,Smith Gallery,447 W 24th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Society For Renewal of Christian Art,217 E 66th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Soho 20,511 W 25th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Soho Photo Gallery,15 White St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Soldwedel Kipp,470 Park Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Soloman & Co Fine Art Gallerie,959 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Sonnabend Gallery Inc,532 W 22nd St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Soufer Gallery,1015 Madison Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Spencer Brownstone Gallery,39 Wooster St.,4.07E+20,-740028519546277
GALERIA DE ARTE,Sperone Westwater,121 Greene St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Spring,126 Front St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Sragow Ellen Ltd,153 West 27th Street,4.07E+20,-7.40E+19
GALERIA DE ARTE,St Etienne Galerie,24 W 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Staley-Wise Gallery,560 Broadway,4.07E+20,-739976700930255
GALERIA DE ARTE,Start,50 Greene St,407219883380336,-7.40E+20
GALERIA DE ARTE,State of Art,113 Franklin St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Steigrad Lawrence Fine Arts,23 E 69th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Stein Gertrude Gallery,200 West 57th Street,4.08E+20,-7.40E+20
GALERIA DE ARTE,Stephen Downes Gallery,377 Broome St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Stewart Waltzer Co,200 W Houston St,407287135272124,-7.40E+20
GALERIA DE ARTE,Storefront For Art and Architecture,97 Kenmare St,4.07E+20,-739970682973752
GALERIA DE ARTE,Stricoff Fine Art,564 W 25th St,4.07E+20,-740057107770999
GALERIA DE ARTE,Studio Gallery,205 W 88th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Studio Tamar,152 E 22nd St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Stux Gallery,530 W 25th St,4.07E+20,-740048091965919
GALERIA DE ARTE,Sugarhill Arts Center,3658 Broadway,4.08E+21,-7.39E+20
GALERIA DE ARTE,Suite 106,112 Mercer St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Sun Yi Jun,83 Bowery,4.07E+20,-739953458096245
GALERIA DE ARTE,Susan Aberbach Fine Art,41 E 57th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Susan Megson Gallery,456 W Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Susan Rolfe Associates Fine Arts Ltd,654 Madison Ave,4.08E+20,-739711103443112
GALERIA DE ARTE,Susan Sheehan Gallery,535 West 22nd Street,4.07E+21,-7.40E+20
GALERIA DE ARTE,Sutherland M,620 Park Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,Swiss Institute,495 Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Taglialatella Dominic J,511 West 25th Street,4.07E+20,-7.40E+20
GALERIA DE ARTE,Takako Tsuji Gallery,41 E 57th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Talwar Gallery,108 E 16th St,407354581457437,-7.40E+20
GALERIA DE ARTE,Tambaran Gallery,5 E 82nd St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Tang Sarina,3 E 76th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Tanya Bonakdar Galery,521 W 21st St,407471718785601,-7.40E+20
GALERIA DE ARTE,Tate,413 W 14th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Tatistcheff Gallery Inc,529 West 20th Street,4.07E+21,-7.40E+20
GALERIA DE ARTE,Team Gallery,527 W. 26th St.,4.08E+20,-7.40E+20
GALERIA DE ARTE,Teller Susan Gallery,568 Broadway,4.07E+20,-7.40E+20
GALERIA DE ARTE,Tenri Cultural Institute,43A W. 13th St.,4.07E+20,-7.40E+20
GALERIA DE ARTE,Thaw E V & Co,726 Park Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,The Affordable Art Fair Llc,216 W 18th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,The Axa Gallery,787 7th Ave,4.08E+20,-7.40E+20
GALERIA DE ARTE,The Bohen Foundation,415 W 13th St,4.07E+20,-7.40E+20
GALERIA DE ARTE,The Chinese Art Gallery,1050 2nd Ave,4.08E+19,-73965656949278
GALERIA DE ARTE,The Dollhaus Art Gallery,37 Broadway,4.07E+21,-7.40E+20
GALERIA DE ARTE,The Gallery 172,1620 E 172nd St,4.08E+21,-7.39E+20
GALERIA DE ARTE,The Old Print Shop Inc,150 Lexington Ave,4.07E+21,-7.40E+20
GALERIA DE ARTE,The Phatory Llc,618 E 9th St,407257216580395,-7.40E+20
GALERIA DE ARTE,The Q Department,28 Howard St,4.07E+21,-7.40E+20
GALERIA DE ARTE,The Scene Gallery,42 Rivington St,4.07E+21,-7.40E+19
GALERIA DE ARTE,Thicket,10 Leonard St,4.07E+20,-7.40E+20
GALERIA DE ARTE,Think Art Gallery,336 W 37th St,407546672150301,-7.40E+19
GALERIA DE ARTE,Thomas & Hirsch,375 W Broadway,4.07E+20,-740022847048919
GALERIA DE ARTE,Thomas Erben Gallery,526 W 26th St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Thomson C Art,19 E 75th St,4.08E+20,-7.40E+20
GALERIA DE ARTE,Three East Third St Corp,3 E 3rd St,4.07E+21,-7.40E+20
GALERIA DE ARTE,Throckmorton Fine Arts,145 E. 57th St.,4.08E+20,-7.40E+20
GALERIA DE ARTE,Tilton Jack Gallery,47 Greene St,4.07E+20,-7.40E+19
GALERIA DE ARTE,Time Is Always Now,476 Broome St.,4.07E+19,-7.40E+20
GALERIA DE ARTE,Tk Oriental Antiques,41 E 57th St,4.08E+21,-7.40E+20
GALERIA DE ARTE,Tobey Fine Art,580 Broadway,4.07E+20,-7.40E+19
GALERIA DE ARTE,Ton Ying & Co,1050 2nd Ave,4.08E+21,-7.40E+20
GALERIA DE ARTE,Tonal Motion Inc,1026 Avenue of the Americas,4.08E+21,-7.40E+20
GALERIA DE ARTE,Tonkonow Leslie,535 W 22nd St,4.07E+19,-7.40E+20
GALERIA DE ARTE,Tower Art Gallery,7 Maiden Ln,4.07E+20,-740095084934269
